"Crop","ScientificName","Symbol","NuContAvailable","PlantPartHarvested","CropCategory","YieldUnit","AvYieldUnitWeight(lb)","AvMoisture%","AvN%(dry)","AvP%(dry)","AvK%(dry)","YieldUnitWeight(lb)_set","YieldUnitWeight(lb)_Bau","YieldUnitWeight(lb)_Joh","YieldUnitWeight(lb)_Roberts","YieldUnitWeight(lb)_WEEP","YieldUnitWeight(lb)_Men","YieldUnitWeight(lb)_Guy","YieldUnitWeight(lb)_Mc","YieldUnitWeight(lb)_Mah","YieldUnitWeight(lb)_Sha","YieldUnitWeight(lb)_Sch","YieldUnitWeight(lb)_Atu","YieldUnitWeight(lb)_Zim","YieldUnitWeight(lb)_Scu","YieldUnitWeight(lb)_John","YieldUnitWeight(lb)_Arc","DryMatter%_M-FF","DryMatter%_NAS","DryMatter%_F&L","DryMatter%_F&N","DryMatter%_Alb","DryMatter%_Est1","DryMatter%_Est2","DryMatter%_Est3","DryMatter%_Est4","DryMatter%_Est5","DryMatter%_Est6","DryMatter%_M&R","DryMatter%_M&L","DryMatter%_Sun","DryMatter%_Gro","DryMatter%_AgH8-9","DryMatter%_AgH8-12","DryMatter%_B788","AvDryMatter%","N%(dry)_NAS","N%(dry)_F&L","N%(dry)_F&N","N%(dry)_Swa","N%(dry)_Chapko","N%(dry)_Hill","N%(dry)_Bru","N%(dry)_AgH8-9","N%(dry)_AgH8-12","N%(dry)_B788","N%(dry)_M&L","N%(dry)_M-FF","N%(dry)_M&R","N%(dry)_Foster","N%(dry)_Rob1","N%(dry)_Rob2","N%(dry)_Coa","N%(dry)_And","N%(dry)_Gol1","N%(dry)_Gol2","N%(dry)_Wol","N%(dry)_Pete","N%(dry)_Col","N%(dry)_Alb","N%(dry)_Arc","N%(dry)_Bis","N%(dry)_Gar","N%(dry)_Heg","N%(dry)_Flo","N%(dry)_Feil","N%(dry)_Bre","N%(dry)_Burns","N%(dry)_Coc","P%(dry)_M-FF","P%(dry)_NAS","P%(dry)_F&L","P%(dry)_F&N","P%(dry)_AgH8-9","P%(dry)_AgH8-12","P%(dry)_B788","P%(dry)_M&L","P%(dry)_L&V","P%(dry)_Foster","P%(dry)_Rob1","P%(dry)_Rob2","P%(dry)_Coa","P%(dry)_And","P%(dry)_Gol1","P%(dry)_Gol2","P%(dry)_Sims","P%(dry)_Wol","P%(dry)_Pete","P%(dry)_Col","P%(dry)_Alb","P%(dry)_Arc","P%(dry)_Swa","P%(dry)_Rei","K%(dry)_M-FF","K%(dry)_NAS","K%(dry)_F&L","K%(dry)_F&N","K%(dry)_AgH8-9","K%(dry)_AgH8-12","K%(dry)_B788","K%(dry)_Foster","K%(dry)_Rob1","K%(dry)_Rob2","K%(dry)_Coa","K%(dry)_And","K%(dry)_Gol1","K%(dry)_Gol2","K%(dry)_Sims","K%(dry)_Wol","K%(dry)_Pete","K%(dry)_Col","K%(dry)_Alb","K%(dry)_Arc","K%(dry)_Swa","K%(dry)_Rei","Moisture%_M&R","Moisture%_M&L","Moisture%_Sun","Moisture%_Gro","gWater/100g_AgH8-9","gWater/100g_AgH8-12","gWater/100g_B788","Protein%(dry)_NAS","Protein%(dry)_F&L","Protein%(dry)_F&N","Protein%(dry)_Swa","Protein%(dry)_Chapko","Protein%(dry)_Hill","Protein%(dry)_Bru","Protein%(dry)_Bis","Protein%(dry)_Gar","Protein%(dry)_Heg","Protein%(dry)_Flo","Protein%(dry)_Feil","Protein%(dry)_Bre","Protein%(dry)_Burns","gProtein/100g(wet)_AgH8-9","gProtein/100g(wet)_AgH8-12","gProtein/100g(wet)_B788","Protein%(wet)_M&L","N%(wet)_M-FF","P%(wet)_M-FF","gP/100g(wet)_AgH8-9","gP/100g(wet)_AgH8-12","gP/100g(wet)_B788","P%(wet)_M&L","K%(wet)_M-FF","gK/100g(wet)_AgH8-9","gK/100g(wet)_AgH8-12","gK/100g(wet)_B788"
"Timothy, for silage (milk stage)","Phleum pratense","PHPR3","N,P,K","Aboveground biomass","Forage","ton","2000","58.50","1.344","0.29","1.69","2,000",,,,,,,,,,,,,,,,,"41.5",,,,,,,,,,,,,,,,,"41.50","1.344",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.29",,,,,,,,,,,,,,,,,,,,,,,,,"1.69",,,,,,,,,,,,,,,,,,,,,,,,,,,"8.4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Timothy, for silage (pre bloom)","Phleum pratense","PHPR3","N,P,K","Aboveground biomass","Forage","ton","2000","73.10","1.92","0.29","1.69","2,000",,,,,,,,,,,,,,,,,"26.9",,,,,,,,,,,,,,,,,"26.90","1.92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.29",,,,,,,,,,,,,,,,,,,,,,,,,"1.69",,,,,,,,,,,,,,,,,,,,,,,,,,,"12",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Timothy, for silage (vegetative)","Phleum pratense","PHPR3","N,P,K","Aboveground biomass","Forage","ton","2000","70.30","1.872","0.32","1.69","2,000",,,,,,,,,,,,,,,,,"29.7","29.7",,,,,,,,,,,,,,,,"29.70","1.872",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.32",,,,,,,,,,,,,,,,,,,,,,,,,"1.69",,,,,,,,,,,,,,,,,,,,,,,,,,,"11.7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tobacco-Air cured, Burley type","Nicotiana tabacum","NITA","N,P,K","Stalk and leaf","Fiber and miscellaneous","cwt","100","25.00","4","0.312","3.86","100",,,,,,,,,,,,,,,,,,,,,,,,,,,"75",,,,,,,"75.00",,,,,,,,,,,,,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.312",,,,,,,,,,,,,,,,,,,,,,"3.86",,,,,,,,"25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tobacco-Air cured, Havana Seed type","Nicotiana tabacum","NITA","N,P,K","Leaf","Fiber and miscellaneous","cwt","100","78.50","3.85","0.173","2.9","100",,,,,,,,,,,,,,,,,,,,,,,"21.5",,,,,,,,,,,"21.50",,,,,,,,,,,,,,,,,,,,,,"3.85",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.173",,,,,,,,,,,,,,,,,,,,,,"2.9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tobacco-Air cured, Maryland Broadleaf  type","Nicotiana tabacum","NITA","N","Stalk and leaf","Fiber and miscellaneous","cwt","100","18.00","3.1","#DIV/0!","#DIV/0!","100",,,,,,,,,,,,,,,,,,,,,,,,,,,"82",,,,,,,"82.00",,,,,,,,,,,,,"3.1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tobacco-Flue-cured","Nicotiana tabacum","NITA","N,P,K","Leaf","Fiber and miscellaneous","cwt","100","20.00","2.133","0.2725","1.989","100",,,,,,,,,,,,,,,,,,,,,,,,,,,"80",,,,,,,"80.00",,,,,,,,,,,,,"2",,,,,,,,"2.364",,"2.035",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.315",,"0.23",,,,,,,,,,,,,,,,,,,,"1.848",,"2.13",,,,,"20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tomato","Solanum lycopersicum var. lycopersicum","SOLYL","N,P,K","Fruit","Vegetable","lb of fruit ","1","94.00","2.5580233918","0.47105263158","4.2787017544","10",,,,,,,,,,,,,,,,"5.7","6.1","6.2","6",,,,,,,,"6",,,,,,"6.00","6.00","2.624","2.544","2.624",,,,,,,"2.4",,"2.4561403509","2.7",,,,,,,,,,,,,,,,,,,,,"0.52631578947","0.49","0.47","0.49",,,"0.3",,"0.55",,,,,,,,,,,,,,,,"4.7368421053","4.21","4.32","4.21",,,"3.9166666667",,,,,,,,,,,,,,,,"94",,,,,,"94","16.4","15.9","16.4",,,,,,,,,,,,,,"0.9",,"0.14","0.03",,,"0.018",,"0.27",,,"0.235"
"Trefoil-Birdsfoot, for green chop","Lotus corniculatus","LOCO6","N,P,K","Aboveground biomass","Forage","ton","2000","80.13","3.1626666667","0.24","2.7866666667","2,000",,,,,,,,,,,,,,,,,"22.5","18.1","19",,,,,,,,,,,,,,,"19.87","3.424","2.976","3.088",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.2","0.26","0.26",,,,,,,,,,,,,,,,,,,,,,"1.84","3.26","3.26",,,,,,,,,,,,,,,,,,,,,,,,,,"21.4","18.6","19.3",,,,,,,,,,,,,,,,,,,,,,,,,
"Trefoil-Birdsfoot, for green chop (early bloom)","Lotus corniculatus","LOCO6","N","Aboveground biomass","Forage","ton","2000","75.00","3.2","#DIV/0!","#DIV/0!","2,000",,,,,,,,,,,,,,,,,,,,,,,,,,,"25",,,,,,,"25.00",,,,,,,,,,,,,"3.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Trefoil-Birdsfoot, for green chop (mid bloom to full bloom)","Lotus corniculatus","LOCO6","N,P,K","Aboveground biomass","Forage","ton","2000","78.00","2.63","0.27","2.98","2,000",,,,,,,,,,,,,,,,,,"19",,,,,,,,,"25",,,,,,,"22.00",,"2.96",,,,,,,,,,,"2.3",,,,,,,,,,,,,,,,,,,,,,,"0.27",,,,,,,,,,,,,,,,,,,,,,,,"2.98",,,,,,,,,,,,,,,,,,,,"75",,,,,,,,"18.5",,,,,,,,,,,,,,,,,,,,,,,,,,
"Trefoil-Birdsfoot, for hay","Lotus corniculatus","LOCO6","N,P,K","Aboveground biomass","Forage","ton","2000","9.97","2.5173333333","0.22666666667","1.8866666667","2,000",,,,,,,,,,,,,,,,,"89","90.1","91",,,,,,,,,,,,,,,"90.03","2.56","2.544","2.448",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.22","0.23","0.23",,,,,,,,,,,,,,,,,,,,,,"1.82","1.92","1.92",,,,,,,,,,,,,,,,,,,,,,,,,,"16","15.9","15.3",,,,,,,,,,,,,,,,,,,,,,,,,
"Trefoil-Birdsfoot, for hay (early bloom)","Lotus corniculatus","LOCO6","N","Aboveground biomass","Forage","ton","2000","12.80","3.11","#DIV/0!","#DIV/0!","2,000",,,,,,,,,,,,,,,,,,"89.4",,,,,,,,,"85",,,,,,,"87.20",,"3.12",,,,,,,,,,,"3.1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15",,,,,,,,"19.5",,,,,,,,,,,,,,,,,,,,,,,,,,
"Trefoil-Birdsfoot, for hay (mid bloom to full bloom)","Lotus corniculatus","LOCO6","N","Aboveground biomass","Forage","ton","2000","10.70","2.252","#DIV/0!","#DIV/0!","2,000",,,,,,,,,,,,,,,,,,"93.6",,,,,,,,,"85",,,,,,,"89.30",,"2.304",,,,,,,,,,,"2.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15",,,,,,,,"14.4",,,,,,,,,,,,,,,,,,,,,,,,,,
"Triticale, for grain","X Triticosecale rimpaui","TRRI8","N,P,K","Caryopsis","Cereal and oil","bu","48","10.95","2.4536610291","0.34","0.57","48",,,,,,,,,,,,,,,,,,"89.1","89",,,,,,,,,,,,,,,"89.05",,"2.656","2.768",,,,"2.17838765",,,,,,,,,,,,,,,,,,,"2.526315789","2.163742689","2.280701754","3.087719298","1.968421053",,,,,,"0.34","0.34",,,,,,,,,,,,,,,,,,,,,,,"0.57","0.57",,,,,,,,,,,,,,,,,,,,,,,,,,,"16.6","17.3",,,,"12.7","14.4","12.33333333","13","17.6","11.22",,,,,,,,,,,,,,,,
"Turnip, for green chop","Brassica rapa var. rapa","BRRAR","N,P,K","Aboveground biomass","Forage","ton","2000","86.53","3.298","0.4225","3.015","2,000",,,,,,,,,,,,,,,,"15","12.7","13.2","13",,,,,,,,,,,,,,,"13.48","3.488","3.312","3.392",,,,,,,,,"3",,,,,,,,,,,,,,,,,,,,,,"0.4","0.51","0.39","0.39",,,,,,,,,,,,,,,,,,,,,"3","3","3.03","3.03",,,,,,,,,,,,,,,,,,,,,,,,,,"21.8","20.7","21.2",,,,,,,,,,,,,,,,"0.45","0.06",,,,,"0.45",,,
"Turnip, for green chop","Brassica rapa var. rapa","BRRAR","N,P,K","Leaf","Vegetable","lb of leaf","1","87.30","3.488","0.51","3","1",,,,,,,,,,,,,,,,,"12.7",,,,,,,,,,,,,,,,,"12.70","3.488",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.51",,,,,,,,,,,,,,,,,,,,,,,,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,"21.8",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Turnip, for root","Brassica rapa var. rapa","BRRAR","N,P,K","Root","Vegetable","lb of root","1","91.06","2.2420129032","0.31875896057","2.7321397849","50",,,,,,,,,,,,,,,,"9.3","9.7","8.7","9",,,,,,,,,,,,,,"8.00","8.94","1.824","3.232","2.096",,,,,,,"1.8",,"2.2580645161",,,,,,,,,,,,,,,,,,,,,,"0.21505376344","0.28","0.4","0.32",,,"0.3375",,"0.36",,,,,,,,,,,,,,,,"2.7956989247","2.99","2.93","2.82",,,"2.125",,,,,,,,,,,,,,,,,,,,,,"92","11.4","20.2","13.1",,,,,,,,,,,,,,"0.9",,"0.21","0.02",,,"0.027",,"0.26",,,"0.17"
"Vetch, for seed","Vicia sp.","VICIA","N,P","Seed","Forage","lb of seed","1","9.55","4.608","0.59","#DIV/0!","1",,,,,,,,,,,,,,,,,,"89.9","91",,,,,,,,,,,,,,,"90.45",,"4","5.216",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.59",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25","32.6",,,,,,,,,,,,,,,,,,,,,,,,,
"Vetch-Common, for green chop","Vica sativa","VISA","N,P,K","Aboveground biomass","Forage","ton","2000","79.70","2.9830980392","0.33104575163","2.5","2,000",,,,,,,,,,,,,,,,"20.4","20.4","20.1",,,,,,,,,,,,,,,,"20.30","2.976",,,,,,,,,,,"2.9901960784",,,,,,,,,,,,,,,,,,,,,,"0.3431372549","0.34","0.31",,,,,,,,,,,,,,,,,,,,,,"2.5","2.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,"18.6",,,,,,,,,,,,,,,,,,"0.61","0.07",,,,,"0.51",,,
"Vetch-Common, for green chop (early bloom)","Vica sativa","VISA","N,P,K","Aboveground biomass","Forage","ton","2000","75.00","3.7","0.26","3.15","2,000",,,,,,,,,,,,,,,,,,,,,,,,,,,"25",,,,,,,"25.00",,,,,,,,,,,,,"3.7",,,,,,,,,,,,,,,,,,,,,,"0.26",,,,,,,,,,,,,,,,,,,,,,,,"3.15",,,,,,,,,,,,,,,,,,,,,"75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Vetch-Common, for green chop (full bloom)","Vica sativa","VISA","N,P,K","Aboveground biomass","Forage","ton","2000","75.00","3","0.35","2.51","2,000",,,,,,,,,,,,,,,,,,,,,,,,,,,"25",,,,,,,"25.00",,,,,,,,,,,,,"3",,,,,,,,,,,,,,,,,,,,,,"0.35",,,,,,,,,,,,,,,,,,,,,,,,"2.51",,,,,,,,,,,,,,,,,,,,,"75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Vetch-Common, for hay","Vica sativa","VISA","N,P,K","Aboveground biomass","Forage","ton","2000","12.20","2.5966292135","0.35985018727","2.2381273408","2,000",,,,,,,,,,,,,,,,"89","85.4","89",,,,,,,,,,,,,,,,"87.80","2.8",,,,,,,,,,,"2.393258427",,,,,,,,,,,,,,,,,,,,,,"0.3595505618","0.36","0.36",,,,,,,,,,,,,,,,,,,,,,"2.4943820225","2.49","1.73",,,,,,,,,,,,,,,,,,,,,,,,,,,"17.5",,,,,,,,,,,,,,,,,,"2.13","0.32",,,,,"2.22",,,
"Vetch-Common, for hay (early bloom)","Vica sativa","VISA","N","Aboveground biomass","Forage","ton","2000","16.00","3.552","#DIV/0!","#DIV/0!","2,000",,,,,,,,,,,,,,,,,"83",,,,,,,,,,"85",,,,,,,"84.00","3.504",,,,,,,,,,,,"3.6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15",,,,,,,"21.9",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Vetch-Common, for hay (full bloom)","Vica sativa","VISA","N","Aboveground biomass","Forage","ton","2000","14.70","2.938","#DIV/0!","#DIV/0!","2,000",,,,,,,,,,,,,,,,,"85.6",,,,,,,,,,"85",,,,,,,"85.30","2.976",,,,,,,,,,,,"2.9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15",,,,,,,"19.5",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Vetch-Hairy, for green chop (mid bloom)","Vica villosa","VIVI","N,P,K","Aboveground biomass","Forage","ton","2000","78.25","3.754","0.33","2.25","2,000",,,,,,,,,,,,,,,,,"18.5",,,,,,,,,,"25",,,,,,,"21.75","3.808",,,,,,,,,,,,"3.7",,,,,,,,,,,,,,,,,,,,,,"0.33",,,,,,,,,,,,,,,,,,,,,,,,"2.25",,,,,,,,,,,,,,,,,,,,,"75",,,,,,,"23.8",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Vetch-Hairy, for hay","Vica villosa","VIVI","N,P,K","Aboveground biomass","Forage","ton","2000","12.10","3.6798215553","0.35628691983","2.2286363636","2,000",,,,,,,,,,,,,,,,"88","88.8",,,,,,,,,,,"86.9",,,,,,"87.90","3.68",,,,,,,,,,"3.8481012658","3.5113634",,,,,,,,,,,,,,,,,,,,,,"0.36363636364","0.36",,,,,,"0.34522439586",,,,,,,,,,,,,,,,,"2.2272727273","2.23",,,,,,,,,,,,,,,,,,,,,,"13.1",,,,,,"23",,,,,,,,,,,,,,,,,"20.9","3.09","0.32",,,,"0.3","1.96",,,
"Vetch-Hairy, for hay (vegetative)","Vica villosa","VIVI","N,P,K","Aboveground biomass","Forage","ton","2000","11.50","3.616","0.36","2.09","2,000",,,,,,,,,,,,,,,,,"88.5","88.5",,,,,,,,,,,,,,,,"88.50","3.616",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.36","0.36",,,,,,,,,,,,,,,,,,,,,,,"2.09","2.09",,,,,,,,,,,,,,,,,,,,,,,,,,,"22.6",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Walnut-Black, for seed extracted from nut","Juglans nigra","JUNI","N,P,K","Nut","Tree and fruit","lb of nut","1","4.36","4.0736093685","0.48515265579","0.54788791301","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"95.64",,"95.64",,,,,,,,,"4.0736093685",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.48515265579",,,,,,,,,,,,,,,,,,,,,,,,"0.54788791301",,,,,,,,,,,,,,,,,,,,,,"4.36",,,,,,,,,,,,,,,,,"24.35",,,,,,"0.464",,,,,"0.524",
"Walnut-English or Persian","Juglans regia","JURE80","N,P,K","Nut","Tree and fruit","lb of nut","1","3.65","2.3730150493","0.329008822","0.52101712506","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"96.35",,"96.35",,,,,,,,,"2.3730150493",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.329008822",,,,,,,,,,,,,,,,,,,,,,,,"0.52101712506",,,,,,,,,,,,,,,,,,,,,,"3.65",,,,,,,,,,,,,,,,,"14.29",,,,,,"0.317",,,,,"0.502",
"Wheat, for green chop","Triticum sp.","TRITI","N,P","Aboveground biomass","Forage","ton","2000","73.55","2.336","0.31","#DIV/0!","2,000",,,,,,,,,,,,,,,,,"25.9","27",,,,,,,,,,,,,,,,"26.45","2.56","2.112",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.31","0.31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16","13.2",,,,,,,,,,,,,,,,,,,,,,,,,,
"Wheat, for green chop (milk stage)","Triticum sp.","TRITI","N","Aboveground biomass","Forage","ton","2000","73.40","1.92","#DIV/0!","#DIV/0!","2,000",,,,,,,,,,,,,,,,,"26.6",,,,,,,,,,,,,,,,,"26.60","1.92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wheat, for hay","Triticum sp.","TRITI","N,P,K","Aboveground biomass","Forage","ton","2000","11.30","1.2510176991","0.19727876106","1.2040265487","2,000",,,,,,,,,,,,,,,,"90.4","86.4","89","89",,,,,,,,,,,,,,,"88.70","1.2","1.328","1.392",,,,,,,,,"1.0840707965",,,,,,,,,,,,,,,,,,,,,,"0.19911504425","0.18","0.21","0.2",,,,,,,,,,,,,,,,,,,,,"1.6261061947","1","1.19","1",,,,,,,,,,,,,,,,,,,,,,,,,,"7.5","8.3","8.7",,,,,,,,,,,,,,,,"0.98","0.18",,,,,"1.47",,,
"Wheat, for hay (dough stage)","Triticum sp.","TRITI","N","Aboveground biomass","Forage","ton","2000","17.45","1.28","#DIV/0!","#DIV/0!","2,000",,,,,,,,,,,,,,,,,"82.6","82.5",,,,,,,,,,,,,,,,"82.55","1.28","1.28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8","8",,,,,,,,,,,,,,,,,,,,,,,,,,
"Wheat, for hay (mature)","Triticum sp.","TRITI","N,P","Aboveground biomass","Forage","ton","2000","12.75","1.232","0.2","#DIV/0!","2,000",,,,,,,,,,,,,,,,,"85.2","89.3",,,,,,,,,,,,,,,,"87.25","1.2","1.264",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.5","7.9",,,,,,,,,,,,,,,,,,,,,,,,,,
"Wheat, for hay (milk stage)","Triticum sp.","TRITI","N","Aboveground biomass","Forage","ton","2000","15.70","1.456","#DIV/0!","#DIV/0!","2,000",,,,,,,,,,,,,,,,,"84.3","84.3",,,,,,,,,,,,,,,,"84.30","1.456","1.456",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9.1","9.1",,,,,,,,,,,,,,,,,,,,,,,,,,
"Wheat-Bread-Hard Red Spring, for grain","Triticum aestivum","TRAE","N,P,K","Caryopsis","Cereal and oil","bu","60","11.45","2.7039955605","0.43465038846","0.41","60",,,,,,,,,,,,,,,,"90.1","90.1",,"88",,,,,,,,"86",,,,,,,"88.55",,,,,,,,,,,,"2.807991121","2.6",,,,,,,,,,,,,,,,,,,,,"0.44395116537","0.44",,"0.42",,,,,,,,,,,,,,,,,,,,,,,,"0.41",,,,,,,,,,,,,,,,,,,"14",,,,,,,,,,,,,,,,,,,,,,,,,"2.53","0.4",,,,,,,,
"Wheat-Bread-Hard Red Winter, for grain","Triticum aestivum","TRAE","N,P,K","Caryopsis","Cereal and oil","bu","60","11.68","2.3032214765","0.43494966443","0.48666666667","60",,,,,,,,,,,,,,,,"89.4","88.8","88.4","89",,,,,,,,"86",,,,,,,"88.32","2.192","2.288","2.32",,,,,,,,,"2.4161073826","2.3",,,,,,,,,,,,,,,,,,,,,"0.46979865772","0.43","0.42","0.42",,,,,,,,,,,,,,,,,,,,,,"0.48","0.49","0.49",,,,,,,,,,,,,,,,,,,"14",,,,,,,"13.7","14.3","14.5",,,,,,,,,,,,,,,,"2.16","0.42",,,,,,,,
"Wheat-Bread-Soft Red Winter, for grain","Triticum aestivum","TRAE","N,P,K","Caryopsis","Cereal and oil","bu","60","11.44","1.943870852","0.37377802691","0.45333333333","60",,,,,,,,,,,,,,,,"89.2","89.2","90.4","88",,,,,,,,"86",,,,,,,"88.56","1.872","1.856","2.064",,,,,,,,,"1.8273542601","2.1",,,,,,,,,,,,,,,,,,,,,"0.32511210762","0.33","0.44","0.4",,,,,,,,,,,,,,,,,,,,,,"0.44","0.46","0.46",,,,,,,,,,,,,,,,,,,"14",,,,,,,"11.7","11.6","12.9",,,,,,,,,,,,,,,,"1.63","0.29",,,,,,,,
"Wheat-Bread-Soft White Winter, for grain","Triticum aestivum","TRAE","N,P,K","Caryopsis","Cereal and oil","bu","60","11.41","1.8001682557","0.36882361189","0.48666666667","60",,,,,,,,,,,,,,,,"89.15","88","89.9","89.9",,,,,,,,"86",,,,,,,"88.59",,,,,,,,,,,,"1.8003365115","1.8",,,,,,,,,,,,,,,,,,,,,"0.32529444756","0.37","0.39","0.39",,,,,,,,,,,,,,,,,,,,,,"0.44","0.51","0.51",,,,,,,,,,,,,,,,,,,"14",,,,,,,,,,,,,,,,,,,,,,,,,"1.605","0.29",,,,,,,,
"Wheat-Durum, for grain","Triticum durum","TRDU3","N,P,K","Caryopsis","Cereal and oil","bu","60","11.83","2.432","0.42333333333","0.50333333333","60",,,,,,,,,,,,,,,,,"88.8","87.7","88",,,,,,,,,,,,,,,"88.17","2.288","2.496","2.512",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.45","0.41","0.41",,,,,,,,,,,,,,,,,,,,,,"0.51","0.5","0.5",,,,,,,,,,,,,,,,,,,,,,,,,,"14.3","15.6","15.7",,,,,,,,,,,,,,,,,,,,,,,,,
"Wheatgrass, for green chop","Poaceae","None","N","Aboveground biomass","Forage","ton","2000","55.40","1.392","#DIV/0!","#DIV/0!","2,000",,,,,,,,,,,,,,,,,"44.6",,,,,,,,,,,,,,,,,"44.60","1.392",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8.7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wheatgrass, for green chop (mature)","Poaceae","None","N","Aboveground biomass","Forage","ton","2000","39.50","1.44","#DIV/0!","#DIV/0!","2,000",,,,,,,,,,,,,,,,,"60.5",,,,,,,,,,,,,,,,,"60.50","1.44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wheatgrass, for green chop part (early bloom)","Poaceae","None","N","Aboveground biomass","Forage","ton","2000","63.40","1.456","#DIV/0!","#DIV/0!","2,000",,,,,,,,,,,,,,,,,"36.6",,,,,,,,,,,,,,,,,"36.60","1.456",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9.1",,,,,,,,,,,,,,,,,,,,,,,,,,,
